ฤเ๒เ;ฤๅํü_๒ๅ์๏ๅ๐เ๒๓๐เ;ฤๅํü_ไเโ๋ๅํ่ๅ;ฤๅํü_โๅ๒ๅ๐;ยๅ๗ๅ๐_๒ๅ์๏ๅ๐เ๒๓๐เ;ยๅ๗ๅ๐_ไเโ๋ๅํ่ๅ;ยๅ๗ๅ๐_โๅ๒ๅ๐
2008-04-05;17.0;747;ย 2์/๑;14.0;748.0;ย 2์/๑
2008-04-06;20.0;753;Þว 2์/๑;16.0;753.0;Þว 2์/๑
2008-04-07;20.0;755;Þ 3์/๑;16.0;756.0;Þ 3์/๑
2008-04-08;19.0;755;Þ 3์/๑;14.0;754.0;Þ 3์/๑
2008-04-09;20.0;753;Þ 3์/๑;15.0;753.0;Þ 3์/๑
2008-04-10;21.0;752;Þ 2์/๑;17.0;752.0;Þ 2์/๑
2008-04-11;22.0;750;Þ 3์/๑;14.0;750.0;Þ 3์/๑
2008-04-12;21.0;747;Þว 2์/๑;17.0;747.0;Þว 2์/๑
2008-04-13;20.0;747;ั 2์/๑;13.0;748.0;ั 2์/๑
2008-04-14;9.0;743;ย 4์/๑;5.0;740.0;ย 4์/๑
2008-04-15;8.0;747;ย 3์/๑;3.0;752.0;ย 3์/๑
2008-04-16;8.0;758;ย 2์/๑;5.0;759.0;ย 2์/๑
2008-04-17;11.0;759;Þย 3์/๑;7.0;758.0;Þย 3์/๑
2008-04-18;12.0;756;Þย 4์/๑;9.0;754.0;Þย 4์/๑
2008-04-19;12.0;753;Þย 2์/๑;10.0;751.0;Þย 2์/๑
2008-04-20;15.0;748;ว 2์/๑;10.0;748.0;ว 2์/๑
2008-04-21;19.0;746;Þ 2์/๑;14.0;746.0;Þ 2์/๑
2008-04-22;18.0;742;ว 2์/๑;13.0;742.0;ว 2์/๑
2008-04-23;9.0;746;ัว 3์/๑;9.0;747.0;ัว 3์/๑
2008-04-24;4.0;742;ั 2์/๑;5.0;744.0;ั 2์/๑
2008-04-25;13.0;750;Þว 3์/๑;11.0;752.0;Þว 3์/๑
2008-04-26;16.0;752;Þว 3์/๑;10.0;753.0;Þว 3์/๑
2008-04-27;14.0;755;ัว 4์/๑;8.0;753.0;ัว 4์/๑
2008-04-28;15.0;752;ว 1์/๑;9.0;752.0;ว 1์/๑
2008-04-29;17.0;752;ัว 2์/๑;12.0;753.0;ัว 2์/๑
2008-04-30;20.0;754;ว 2์/๑;15.0;755.0;ว 2์/๑
2008-05-01;21.0;752;ว 2์/๑;16.0;750.0;ว 2์/๑
2008-05-02;14.0;751;ัย 4์/๑;8.0;753.0;ัย 4์/๑
2008-05-03;13.0;754;ั 4์/๑;9.0;754.0;ั 4์/๑
2008-05-04;15.0;755;ัย 2์/๑;8.0;754.0;ัย 2์/๑
2008-05-05;17.0;752;ว 1์/๑;11.0;751.0;ว 1์/๑
2008-05-06;19.0;746;ว 2์/๑;14.0;744.0;ว 2์/๑
2008-05-07;20.0;742;ว 2์/๑;16.0;743.0;ว 2์/๑
2008-05-08;20.0;741;ั 3์/๑;15.0;743.0;ั 3์/๑
2008-05-09;19.0;746;ว 2์/๑;12.0;748.0;ว 2์/๑
2008-05-10;20.0;751;ว 2์/๑;14.0;752.0;ว 2์/๑
2008-05-11;24.0;748;ย 3์/๑;19.0;748.0;ย 3์/๑
2008-05-12;24.0;745;ั 2์/๑;15.0;745.0;ั 2์/๑
2008-05-13;21.0;744;Þว 3์/๑;15.0;744.0;Þว 3์/๑
2008-05-14;12.0;738;ย 1์/๑;11.0;736.0;ย 1์/๑
2008-05-15;10.0;741;Þว 4์/๑;7.0;744.0;Þว 4์/๑
2008-05-16;13.0;749;ว 3์/๑;11.0;750.0;ว 3์/๑
2008-05-17;21.0;749;Þว 3์/๑;18.0;749.0;Þว 3์/๑
2008-05-18;22.0;751;ว 1์/๑;18.0;752.0;ว 1์/๑
2008-05-19;27.0;752;Þว 3์/๑;21.0;752.0;Þว 3์/๑
2008-05-20;29.0;752;Þว 2์/๑;21.0;751.0;Þว 2์/๑
2008-05-21;29.0;750;Þว 1์/๑;21.0;750.0;Þว 1์/๑
2008-05-22;29.0;748;Þว 1์/๑;19.0;748.0;Þว 1์/๑
2008-05-23;18.0;751;ั 4์/๑;17.0;752.0;ั 4์/๑
2008-05-24;20.0;748;ย 2์/๑;22.0;745.0;ย 2์/๑
2008-05-25;25.0;744;ว 2์/๑;20.0;743.0;ว 2์/๑
2008-05-26;22.0;739;ัว 2์/๑;16.0;741.0;ัว 2์/๑
2008-05-27;17.0;744;ั 2์/๑;15.0;744.0;ั 2์/๑
2008-05-28;10.0;742;ั 3์/๑;9.0;741.0;ั 3์/๑
2008-05-29;11.0;738;ัว 2์/๑;10.0;739.0;ัว 2์/๑
2008-05-30;19.0;740;ว 2์/๑;13.0;741.0;ว 2์/๑
2008-05-31;12.0;740;ัย 1์/๑;12.0;740.0;ัย 1์/๑
2008-06-01;16.0;742;ว 2์/๑;11.0;744.0;ว 2์/๑
2008-06-02;13.0;747;ว 1์/๑;11.0;748.0;ว 1์/๑
2008-06-03;19.0;747;-;12.0;748.0;-
2008-06-04;19.0;746;ว 1์/๑;16.0;746.0;ว 1์/๑
2008-06-05;16.0;739;Þว 3์/๑;12.0;740.0;Þว 3์/๑
2008-06-06;14.0;743;ัว 3์/๑;11.0;743.0;ัว 3์/๑
2008-06-07;12.0;744;ั 3์/๑;8.0;746.0;ั 3์/๑
2008-06-08;9.0;749;ั 3์/๑;7.0;749.0;ั 3์/๑
2008-06-09;14.0;748;Þว 4์/๑;14.0;746.0;Þว 4์/๑
2008-06-10;21.0;741;Þว 4์/๑;16.0;741.0;Þว 4์/๑
2008-06-11;20.0;746;Þว 2์/๑;16.0;745.0;Þว 2์/๑
2008-06-12;28.0;747;ว 2์/๑;23.0;746.0;ว 2์/๑
2008-06-13;27.0;747;ย 1์/๑;22.0;745.0;ย 1์/๑
2008-06-14;26.0;745;ั 1์/๑;22.0;744.0;ั 1์/๑
2008-06-15;27.0;744;ั 3์/๑;23.0;744.0;ั 3์/๑
2008-06-16;30.0;745;Þย 1์/๑;24.0;745.0;Þย 1์/๑
2008-06-17;25.0;746;-;22.0;744.0;-
2008-06-18;27.0;744;ว 1์/๑;23.0;744.0;ว 1์/๑
2008-06-19;27.0;745;ั 1์/๑;22.0;746.0;ั 1์/๑
2008-06-20;23.0;747;ัย 3์/๑;21.0;748.0;ัย 3์/๑
2008-06-21;26.0;747;ัย 3์/๑;23.0;746.0;ัย 3์/๑
2008-06-22;31.0;742;ย 3์/๑;26.0;741.0;ย 3์/๑
2008-06-23;25.0;741;Þว 2์/๑;21.0;741.0;Þว 2์/๑
2008-06-24;22.0;740;ัย 2์/๑;20.0;739.0;ัย 2์/๑
2008-06-25;17.0;738;ย 1์/๑;17.0;738.0;ย 1์/๑
2008-06-26;20.0;740;ว 2์/๑;15.0;742.0;ว 2์/๑
2008-06-27;20.0;745;ัว 3์/๑;15.0;746.0;ัว 3์/๑
2008-06-28;23.0;747;ัว 2์/๑;16.0;747.0;ัว 2์/๑
2008-06-29;21.0;744;Þว 2์/๑;16.0;744.0;Þว 2์/๑
2008-06-30;21.0;739;ย 1์/๑;19.0;738.0;ย 1์/๑
2008-07-01;19.0;738;ว 1์/๑;17.0;738.0;ว 1์/๑
2008-07-02;21.0;738;-;18.0;738.0;-
2008-07-03;21.0;738;ั 2์/๑;19.0;738.0;ั 2์/๑
2008-07-04;23.0;739;ัย 2์/๑;19.0;739.0;ัย 2์/๑
2008-07-05;24.0;738;ย 2์/๑;18.0;738.0;ย 2์/๑
2008-07-06;27.0;741;Þย 1์/๑;24.0;741.0;Þย 1์/๑
2008-07-07;28.0;743;Þ 3์/๑;21.0;744.0;Þ 3์/๑
2008-07-08;24.0;746;ัย 1์/๑;23.0;744.0;ัย 1์/๑
2008-07-09;26.0;743;ั 2์/๑;22.0;743.0;ั 2์/๑
2008-07-10;26.0;744;Þ 3์/๑;22.0;743.0;Þ 3์/๑
2008-07-11;28.0;744;Þว 2์/๑;24.0;744.0;Þว 2์/๑
2008-07-12;21.0;742;Þ 2์/๑;19.0;742.0;Þ 2์/๑
2008-07-13;23.0;744;ัว 2์/๑;18.0;745.0;ัว 2์/๑
2008-07-14;27.0;748;ว 2์/๑;23.0;748.0;ว 2์/๑
2008-07-15;30.0;748;ัว 2์/๑;25.0;747.0;ัว 2์/๑
2008-07-16;32.0;746;ั 1์/๑;24.0;745.0;ั 1์/๑
2008-07-17;32.0;746;ั 2์/๑;27.0;747.0;ั 2์/๑
2008-07-18;31.0;748;ย 3์/๑;25.0;747.0;ย 3์/๑
2008-07-19;31.0;747;ย 2์/๑;22.0;746.0;ย 2์/๑
2008-07-20;31.0;744;ย 1์/๑;28.0;744.0;ย 1์/๑
2008-07-21;25.0;747;Þ 1์/๑;22.0;747.0;Þ 1์/๑
2008-07-22;28.0;748;ั 2์/๑;24.0;748.0;ั 2์/๑
2008-07-23;32.0;749;ัย 1์/๑;27.0;750.0;ัย 1์/๑
2008-07-24;31.0;749;ย 1์/๑;24.0;748.0;ย 1์/๑
2008-07-25;27.0;746;ั 2์/๑;22.0;746.0;ั 2์/๑
2008-07-26;26.0;745;ั 1์/๑;22.0;745.0;ั 1์/๑
2008-07-27;22.0;744;-;20.0;744.0;-
2008-07-28;15.0;741;ัย 3์/๑;15.0;741.0;ัย 3์/๑
2008-07-29;24.0;744;ว 1์/๑;16.0;744.0;ว 1์/๑
2008-07-30;21.0;747;Þว 4์/๑;17.0;747.0;Þว 4์/๑
2008-07-31;23.0;749;ว 2์/๑;16.0;750.0;ว 2์/๑
2008-08-01;23.0;750;Þว 2์/๑;15.0;750.0;Þว 2์/๑
2008-08-02;24.0;747;Þว 1์/๑;17.0;747.0;Þว 1์/๑
2008-08-03;25.0;747;ว 3์/๑;19.0;747.0;ว 3์/๑
2008-08-04;23.0;742;ั 2์/๑;20.0;742.0;ั 2์/๑
2008-08-05;24.0;744;ว 2์/๑;21.0;741.0;ว 2์/๑
2008-08-06;21.0;738;Þว 3์/๑;19.0;736.0;Þว 3์/๑
2008-08-07;17.0;736;ัว 1์/๑;12.0;738.0;ัว 1์/๑
2008-08-08;13.0;743;Þว 3์/๑;12.0;746.0;Þว 3์/๑
2008-08-09;20.0;748;ว 2์/๑;15.0;748.0;ว 2์/๑
2008-08-10;23.0;749;ว 3์/๑;20.0;748.0;ว 3์/๑
2008-08-11;30.0;749;Þว 3์/๑;20.0;749.0;Þว 3์/๑
2008-08-12;31.0;750;ว 1์/๑;22.0;749.0;ว 1์/๑
2008-08-13;33.0;751;ว 1์/๑;22.0;751.0;ว 1์/๑
2008-08-14;33.0;751;Þว 1์/๑;23.0;750.0;Þว 1์/๑
2008-08-15;33.0;750;ว 1์/๑;23.0;750.0;ว 1์/๑
2008-08-16;35.0;750;-;28.0;750.0;-
2008-08-17;32.0;752;ั 2์/๑;26.0;751.0;ั 2์/๑
2008-08-18;32.0;752;-;23.0;750.0;-
2008-08-19;33.0;747;Þ 1์/๑;24.0;746.0;Þ 1์/๑
2008-08-20;35.0;744;Þ 1์/๑;27.0;744.0;Þ 1์/๑
2008-08-21;23.0;747;ัว 2์/๑;;;
2008-08-22;27.0;746;Þ 1์/๑;19.0;744.0;Þ 1์/๑
2008-08-23;25.0;747;ว 1์/๑;18.0;747.0;ว 1์/๑
2008-08-24;27.0;750;ว 2์/๑;21.0;750.0;ว 2์/๑
2008-08-25;28.0;750;Þย 2์/๑;23.0;749.0;Þย 2์/๑
2008-08-26;30.0;746;Þว 3์/๑;;;
2008-08-27;22.0;740;Þว 5์/๑;18.0;741.0;Þว 5์/๑
2008-08-28;19.0;744;ว 3์/๑;15.0;746.0;ว 3์/๑
2008-08-29;25.0;744;Þว 3์/๑;22.0;743.0;Þว 3์/๑
2008-08-30;24.0;740;Þ 4์/๑;23.0;738.0;Þ 4์/๑
2008-08-31;18.0;733;Þว 5์/๑;13.0;735.0;Þว 5์/๑
2008-09-01;13.0;741;ว 3์/๑;9.0;745.0;ว 3์/๑
2008-09-02;15.0;749;ว 5์/๑;13.0;748.0;ว 5์/๑
2008-09-03;14.0;751;ว 2์/๑;15.0;751.0;ว 2์/๑
2008-09-04;20.0;753;ว 2์/๑;16.0;753.0;ว 2์/๑
2008-09-05;26.0;753;ว 3์/๑;17.0;752.0;ว 3์/๑
2008-09-06;29.0;753;Þว 2์/๑;19.0;753.0;Þว 2์/๑
2008-09-07;30.0;753;Þ 2์/๑;19.0;751.0;Þ 2์/๑
2008-09-08;29.0;748;Þว 3์/๑;22.0;747.0;Þว 3์/๑
2008-09-09;29.0;744;Þว 2์/๑;18.0;744.0;Þว 2์/๑
2008-09-10;18.0;747;ั 2์/๑;10.0;748.0;ั 2์/๑
2008-09-11;16.0;747;ย 3์/๑;13.0;745.0;ย 3์/๑
2008-09-12;13.0;741;ย 3์/๑;13.0;739.0;ย 3์/๑
2008-09-13;15.0;741;Þว 1์/๑;12.0;741.0;Þว 1์/๑
2008-09-14;15.0;742;Þ 1์/๑;13.0;743.0;Þ 1์/๑
2008-09-15;11.0;734;ย 2์/๑;11.0;735.0;ย 2์/๑
2008-09-16;8.0;746;ั 3์/๑;7.0;749.0;ั 3์/๑
2008-09-17;10.0;753;ั 2์/๑;7.0;755.0;ั 2์/๑
2008-09-18;12.0;757;ัว 2์/๑;10.0;758.0;ัว 2์/๑
2008-09-19;14.0;760;ย 1์/๑;11.0;760.0;ย 1์/๑
2008-09-20;14.0;762;ัย 2์/๑;10.0;762.0;ัย 2์/๑
2008-09-21;14.0;763;ย 2์/๑;10.0;763.0;ย 2์/๑
2008-09-22;15.0;762;ย 2์/๑;9.0;761.0;ย 2์/๑
2008-09-23;15.0;759;ย 2์/๑;10.0;759.0;ย 2์/๑
2008-09-24;15.0;757;ย 1์/๑;11.0;756.0;ย 1์/๑
2008-09-25;13.0;753;-;10.0;753.0;-
2008-09-26;10.0;751;ั 3์/๑;6.0;752.0;ั 3์/๑
2008-09-27;6.0;753;ั 2์/๑;3.0;752.0;ั 2์/๑
2008-09-28;7.0;752;Þย 1์/๑;5.0;751.0;Þย 1์/๑
2008-09-29;14.0;747;Þว 4์/๑;12.0;748.0;Þว 4์/๑
2008-09-30;14.0;749;Þว 3์/๑;12.0;750.0;Þว 3์/๑
2008-10-01;15.0;752;Þ 2์/๑;10.0;753.0;Þ 2์/๑
2008-10-02;17.0;753;Þ 1์/๑;11.0;753.0;Þ 1์/๑
2008-10-03;20.0;754;Þว 3์/๑;15.0;755.0;Þว 3์/๑
2008-10-04;21.0;756;Þ 2์/๑;14.0;757.0;Þ 2์/๑
2008-10-05;21.0;756;Þ 2์/๑;15.0;756.0;Þ 2์/๑
2008-10-06;21.0;755;-;15.0;755.0;-
2008-10-07;21.0;752;-;14.0;752.0;-
2008-10-08;21.0;748;ว 1์/๑;15.0;747.0;ว 1์/๑
2008-10-09;9.0;746;ั 3์/๑;7.0;747.0;ั 3์/๑
2008-10-10;6.0;752;ว 3์/๑;3.0;753.0;ว 3์/๑
2008-10-11;5.0;753;-;5.0;753.0;-
2008-10-12;7.0;744;Þว 4์/๑;8.0;741.0;Þว 4์/๑
2008-10-13;12.0;741;ว 2์/๑;9.0;741.0;ว 2์/๑
2008-10-14;12.0;745;ว 4์/๑;8.0;747.0;ว 4์/๑
2008-10-15;13.0;742;Þว 4์/๑;11.0;742.0;Þว 4์/๑
2008-10-16;10.0;749;ัว 2์/๑;5.0;750.0;ัว 2์/๑
2008-10-17;11.0;752;Þว 1์/๑;9.0;752.0;Þว 1์/๑
2008-10-18;10.0;753;Þ 2์/๑;8.0;751.0;Þ 2์/๑
2008-10-19;7.0;749;Þว 2์/๑;7.0;750.0;Þว 2์/๑
2008-10-20;8.0;747;Þ 2์/๑;6.0;744.0;Þ 2์/๑
2008-10-21;8.0;748;ั 2์/๑;6.0;751.0;ั 2์/๑
2008-10-22;9.0;756;ว 2์/๑;7.0;756.0;ว 2์/๑
2008-10-23;11.0;756;ว 2์/๑;8.0;756.0;ว 2์/๑
2008-10-24;11.0;756;ว 3์/๑;7.0;757.0;ว 3์/๑
2008-10-25;8.0;762;ั 2์/๑;4.0;763.0;ั 2์/๑
2008-10-26;9.0;762;-;5.0;762.0;-
2008-10-27;9.0;758;Þว 3์/๑;5.0;758.0;Þว 3์/๑
2008-10-28;8.0;759;Þว 2์/๑;5.0;759.0;Þว 2์/๑
2008-10-29;9.0;760;Þว 2์/๑;6.0;760.0;Þว 2์/๑
2008-10-30;11.0;762;Þว 1์/๑;7.0;762.0;Þว 1์/๑
2008-10-31;13.0;762;Þ 1์/๑;8.0;761.0;Þ 1์/๑
2008-11-01;13.0;759;Þว 3์/๑;8.0;758.0;Þว 3์/๑
2008-11-02;11.0;754;Þ 2์/๑;9.0;751.0;Þ 2์/๑
2008-11-03;6.0;749;ัว 2์/๑;3.0;751.0;ัว 2์/๑
2008-11-04;4.0;751;ว 4์/๑;2.0;753.0;ว 4์/๑
2008-11-05;6.0;746;Þ 4์/๑;4.0;743.0;Þ 4์/๑
2008-11-06;2.0;743;ัว 2์/๑;1.0;745.0;ัว 2์/๑
2008-11-07;-1.0;754;ั 2์/๑;-1.0;756.0;ั 2์/๑
2008-11-08;-1.0;755;ัว 2์/๑;1.0;758.0;ัว 2์/๑
2008-11-09;2.0;762;ว 2์/๑;1.0;760.0;ว 2์/๑
2008-11-10;5.0;757;ว 4์/๑;3.0;758.0;ว 4์/๑
2008-11-11;4.0;759;ว 2์/๑;4.0;759.0;ว 2์/๑
2008-11-12;7.0;758;ว 3์/๑;3.0;759.0;ว 3์/๑
2008-11-13;7.0;761;Þว 2์/๑;3.0;761.0;Þว 2์/๑
2008-11-14;4.0;760;-;1.0;759.0;-
2008-11-15;6.0;753;ย 2์/๑;4.0;751.0;ย 2์/๑
2008-11-16;4.0;748;Þ 2์/๑;5.0;750.0;Þ 2์/๑
2008-11-17;6.0;746;Þว 2์/๑;5.0;747.0;Þว 2์/๑
2008-11-18;7.0;745;Þ 5์/๑;7.0;746.0;Þ 5์/๑
2008-11-19;1.0;744;Þว 5์/๑;1.0;745.0;Þว 5์/๑
2008-11-20;0.0;741;Þว 3์/๑;0.0;740.0;Þว 3์/๑
2008-11-21;4.0;735;Þว 4์/๑;5.0;736.0;Þว 4์/๑
2008-11-22;7.0;743;Þ 3์/๑;9.0;744.0;Þ 3์/๑
2008-11-23;10.0;743;ย 4์/๑;8.0;743.0;ย 4์/๑
2008-11-24;4.0;752;ย 1์/๑;1.0;753.0;ย 1์/๑
2008-11-25;1.0;759;Þว 2์/๑;0.0;758.0;Þว 2์/๑
2008-11-26;0.0;749;Þย 2์/๑;1.0;744.0;Þย 2์/๑
2008-11-27;1.0;743;ว 1์/๑;-1.0;744.0;ว 1์/๑
2008-11-28;1.0;753;Þว 3์/๑;1.0;756.0;Þว 3์/๑
2008-11-29;2.0;760;Þว 2์/๑;2.0;761.0;Þว 2์/๑
2008-11-30;2.0;764;-;2.0;764.0;-
2008-12-01;3.0;765;ัย 2์/๑;0.0;765.0;ัย 2์/๑
2008-12-02;1.0;762;ย 3์/๑;0.0;762.0;ย 3์/๑
2008-12-03;1.0;762;ย 2์/๑;1.0;763.0;ย 2์/๑
2008-12-04;0.0;760;Þ 2์/๑;0.0;759.0;Þ 2์/๑
2008-12-05;2.0;758;ว 1์/๑;2.0;756.0;ว 1์/๑
2008-12-06;2.0;754;Þ 3์/๑;3.0;754.0;Þ 3์/๑
2008-12-07;4.0;753;Þ 2์/๑;4.0;753.0;Þ 2์/๑
2008-12-08;5.0;750;ย 2์/๑;2.0;750.0;ย 2์/๑
2008-12-09;3.0;751;ย 2์/๑;1.0;750.0;ย 2์/๑
2008-12-10;0.0;753;ย 1์/๑;0.0;754.0;ย 1์/๑
2008-12-11;0.0;759;-;0.0;761.0;-
2008-12-12;0.0;761;ั 2์/๑;-2.0;760.0;ั 2์/๑
2008-12-13;-3.0;754;ว 3์/๑;-3.0;755.0;ว 3์/๑
2008-12-14;-4.0;759;ั 3์/๑;-6.0;762.0;ั 3์/๑
2008-12-15;-8.0;761;ัว 1์/๑;-8.0;759.0;ัว 1์/๑
2008-12-16;-9.0;759;ั 2์/๑;-9.0;759.0;ั 2์/๑
2008-12-17;-7.0;763;ัย 2์/๑;-9.0;765.0;ัย 2์/๑
2008-12-18;-10.0;766;-;-13.0;766.0;-
2008-12-19;-13.0;765;-;-14.0;765.0;-
2008-12-20;-13.0;765;-;-14.0;764.0;-
